label,r,lag,alpha,S2_direct,S2_sd,sum_sd_weights,sqrt_direct,sqrt_sd
cube320_t0022,128,2,+,0.5338299710230586,0.5338299710230717,1.0000000000000298,0.7306366888016633,0.7306366888016723
cube320_t0022,160,2,+,0.5945311098186356,0.594531109818626,0.9999999999999813,0.771058434762655,0.7710584347626488
cube320_t0022,192,2,+,0.7051171263509856,0.7051518954687125,0.9991092221547706,0.8397125260176757,0.8397332287510793
cube320_t0022,32,2,+-,0.2508409225203369,0.24765026334736423,0.9969220622615732,0.5008402165564751,0.4976447159845709
cube320_t0022,48,2,+-,0.3289214821418945,0.3405801699714667,1.0099933333333007,0.5735167670974358,0.5835924690839205
cube320_t0022,64,2,+-,0.39139195299376117,0.39308511240680655,1.001204444444428,0.6256132615232523,0.6269650009424821
cube320_t0022,80,2,+-,0.43533476432941765,0.44423911113468245,1.0063902593295366,0.6597990332892415,0.6665126488932392
cube320_t0022,96,2,+-,0.4879061666299165,0.4869928381800185,0.9995773913043151,0.6985028035948865,0.6978487215579166
cube320_t0022,128,2,+-,0.5537490036303264,0.5537490036303402,1.0000000000000298,0.744143133832683,0.7441431338326923
cube320_t0022,160,2,+-,0.6076620244668404,0.6076620244668307,0.9999999999999813,0.7795267952205622,0.779526795220556
cube320_t0022,192,2,+-,0.6287136150622763,0.6272907333425101,0.9991092221547706,0.792914632897058,0.792016876930353
cube320_t0022,32,2,-,0.3635408551292871,0.3598366411297978,0.9969220622615732,0.6029434924844012,0.5998638521613032
cube320_t0022,48,2,-,0.48110905767182643,0.49528400926115423,1.0099933333333007,0.6936202546579984,0.7037641716236727
cube320_t0022,64,2,-,0.5803309109195082,0.5824273486907616,1.001204444444428,0.7617945332696396,0.7631692791843508
cube320_t0022,80,2,-,0.66205838629057,0.6732357326115257,1.0063902593295366,0.8136697034365787,0.8205094348095735
cube320_t0022,96,2,-,0.7472313414297792,0.7459553137136959,0.9995773913043151,0.8644254400639648,0.8636870461652739
cube320_t0022,128,2,-,0.885736791663079,0.8857367916631025,1.0000000000000298,0.9411359049909205,0.941135904990933
cube320_t0022,160,2,-,1.0184267914804193,1.0184267914804022,0.9999999999999813,1.009171339010586,1.0091713390105777
cube320_t0022,192,2,-,1.00412763124615,1.000861326707291,0.9991092221547706,1.002061690339547,1.0004305706580996
cube320_t0022,32,4,+,0.2725650128509485,0.2892533666329242,1.0150977777777879,0.5220775927493426,0.5378228022619758
cube320_t0022,48,4,+,0.3380058994140745,0.3691348071700875,1.0273194444444502,0.5813827477781521,0.6075646526667656
cube320_t0022,64,4,+,0.3970378033460715,0.39703780334606653,0.9999999999999838,0.6301093582435286,0.6301093582435247
cube320_t0022,80,4,+,0.4353370385702826,0.4347531001529127,0.9997493333333148,0.6598007567215141,0.659358097055699
cube320_t0022,96,4,+,0.4794905123533556,0.4821650634957703,1.0017830769230824,0.6924525343684977,0.6943810650469743
cube320_t0022,128,4,+,0.5302513598569193,0.5318530323666799,1.0016358024691365,0.7281836031228108,0.7292825463197923
cube320_t0022,160,4,+,0.5964074829674867,0.6085274304527605,1.004904306220108,0.7722742278280991,0.7800816819107859
cube320_t0022,192,4,+,0.7070994795072759,0.7131085372942311,1.0005342383107054,0.8408920736380359,0.8444575402554181
cube320_t0022,32,4,+-,0.2543527308266118,0.2693194960338203,1.0150977777777879,0.5043339477237397,0.5189600139064862
cube320_t0022,48,4,+-,0.33162253867244396,0.3626850766548413,1.0273194444444502,0.5758667716342417,0.6022334071228873
cube320_t0022,64,4,+-,0.39177257074145166,0.39177257074144667,0.9999999999999838,0.6259173833194375,0.6259173833194335
cube320_t0022,80,4,+-,0.4411959288450989,0.44066526412198637,0.9997493333333148,0.6642258116372014,0.6638262303660397
cube320_t0022,96,4,+-,0.4883186731249796,0.49102779494037163,1.0017830769230824,0.6987980202640671,0.7007337546746065
cube320_t0022,128,4,+-,0.5474911634866967,0.5498375966233968,1.0016358024691365,0.7399264581610099,0.7415103482915102
cube320_t0022,160,4,+-,0.6101721899393519,0.6167541678957389,1.004904306220108,0.7811351931255894,0.7853369772879276
cube320_t0022,192,4,+-,0.6314519046423628,0.6319294075703611,1.0005342383107054,0.7946394809234958,0.7949398767016038
cube320_t0022,32,4,-,0.3659928013388388,0.3838960136000785,1.0150977777777879,0.6049733889509842,0.6195934260465313
cube320_t0022,48,4,-,0.48090817772068833,0.5199894157844124,1.0273194444444502,0.6934754341147842,0.7211029162223742
cube320_t0022,64,4,-,0.5793256427206316,0.5793256427206238,0.9999999999999838,0.7611344445764043,0.7611344445763992
cube320_t0022,80,4,-,0.664891047554862,0.6642675508903467,0.9997493333333148,0.81540851574831,0.8150261044226417
cube320_t0022,96,4,-,0.742299778742741,0.7457938909472488,1.0017830769230824,0.8615682089902928,0.863593591307421
cube320_t0022,128,4,-,0.8824008243981414,0.8862947481814764,1.0016358024691365,0.9393619240730068,0.9414322854998528
cube320_t0022,160,4,-,1.024350664793807,1.0266415920039587,1.004904306220108,1.0121021019609666,1.013233236724871
cube320_t0022,192,4,-,1.0067504909125702,1.002113434756271,1.0005342383107054,1.0033695684604802,1.0010561596415413
cube320_t0037,32,1,+,0.3369744050124254,0.3369744050124186,0.9999999999999754,0.5804949655358136,0.5804949655358077
cube320_t0037,48,1,+,0.4316790509321977,0.43167905093218956,0.9999999999999758,0.6570228694133848,0.6570228694133786
cube320_t0037,64,1,+,0.5110296320569221,0.5198328535437106,1.0055538847118002,0.7148633660056459,0.7209943505629642
cube320_t0037,80,1,+,0.586831438829613,0.5701640711921673,0.9913274396135654,0.7660492404732303,0.7550920945104427
cube320_t0037,96,1,+,0.6527975703118413,0.6435014254556092,0.9954295652173408,0.8079588914739668,0.802185405910385
cube320_t0037,128,1,+,0.7561631006985631,0.78360593485586,1.014909333333295,0.8695763915255307,0.8852151912703826
cube320_t0037,160,1,+,0.786786586737879,0.779160845145673,1.0001398826980048,0.8870099135510713,0.8827008809022867
cube320_t0037,192,1,+,0.7910543206569687,0.7689546594687939,0.9943290322580398,0.889412345685042,0.876900598396873
cube320_t0037,32,1,+-,0.270309724903112,0.27030972490310684,0.9999999999999754,0.5199131897760548,0.5199131897760498
