label,r,lag,state,count,A_p,A_m,A_pm
cube320_t0037,160,4,HL,756.0,1.3465696320720248,1.5553175952121832,1.307880900398265
cube320_t0037,160,4,HS,2244.0,1.7116456580475978,1.5144203791750532,1.48532042615368
cube320_t0037,192,4,B,27000.0,0.6799509914563219,0.5093695042074171,0.4628808349474845
cube320_t0037,192,4,HL,790.0,1.4611961631284005,1.6315827336321147,1.413283892180931
cube320_t0037,192,4,HS,2210.0,1.8893827349330756,1.439457831562779,1.5315701141424332
cube320_t0041,32,1,B,108000.0,0.19591353115953078,0.23234009073941134,0.16601238628830634
cube320_t0041,32,1,HL,3018.0,0.6323698268832944,0.8619459924674023,0.634347088449682
cube320_t0041,32,1,HS,8982.0,0.7539456529775801,1.0221209881433848,0.7715821541102895
cube320_t0041,48,1,B,108000.0,0.23931566551015285,0.3036437302620504,0.2103169706489474
cube320_t0041,48,1,HL,3854.0,0.6749751171894114,1.0639465273789288,0.7235116725160374
cube320_t0041,48,1,HS,8146.0,0.782664080338699,1.0737266725554253,0.8012251760646197
cube320_t0041,64,1,B,108000.0,0.2672246875110625,0.3650578863306734,0.24236394969284877
cube320_t0041,64,1,HL,4484.0,0.6967465911806346,1.2041072823212862,0.7821936233337818
cube320_t0041,64,1,HS,7516.0,0.7970697344379561,1.1821444766030265,0.8507817142199525
cube320_t0041,80,1,B,108000.0,0.2797527923236598,0.4178293690563955,0.2660982187907354
cube320_t0041,80,1,HL,4014.0,0.6989958062461838,1.3008289211014605,0.831292299670127
cube320_t0041,80,1,HS,7986.0,0.8114709289420798,1.2732506710089848,0.9005894869005799
cube320_t0041,96,1,B,108000.0,0.2944243511301847,0.46579906712867275,0.2892168943573687
cube320_t0041,96,1,HL,3706.0,0.721788976653159,1.3692971848475282,0.8740509126981939
cube320_t0041,96,1,HS,8294.0,0.8424706542920538,1.3619255607022134,0.9567534166837415
cube320_t0041,128,1,B,108000.0,0.3275990927329285,0.5552173258021822,0.33389510387071697
cube320_t0041,128,1,HL,3458.0,0.7796806188169394,1.4815869482724326,0.9528621500016591
cube320_t0041,128,1,HS,8542.0,0.902782177299545,1.5022166351070672,1.0511220520576219
cube320_t0041,160,1,B,108000.0,0.3738716770581839,0.6213009971716694,0.382091510412248
cube320_t0041,160,1,HL,3786.0,0.8309432461058204,1.704684370984823,1.075700133759864
cube320_t0041,160,1,HS,8214.0,0.9952308374168999,1.594041621331425,1.1329214319415974
cube320_t0041,192,1,B,108000.0,0.43276942191153067,0.5965620351400587,0.4015952110829229
cube320_t0041,192,1,HL,3488.0,0.8401932515813872,1.8264057548415744,1.1271535461094568
cube320_t0041,192,1,HS,8512.0,1.0354600620781187,1.740150739784993,1.2029790559608706
cube320_t0041,32,2,B,81000.0,0.19640989388633365,0.23095456693331945,0.1658808116416911
cube320_t0041,32,2,HL,2262.0,0.6259538646928754,0.8697475571801566,0.6335126662885321
cube320_t0041,32,2,HS,6738.0,0.7580592741665237,1.0204073737907302,0.7751874550499763
cube320_t0041,48,2,B,81000.0,0.2410173978479302,0.30489946941885054,0.2114916176413809
cube320_t0041,48,2,HL,2924.0,0.681332330302692,1.0735956266399782,0.727143993992092
cube320_t0041,48,2,HS,6076.0,0.7865941815557007,1.0739878011405093,0.800620540235382
cube320_t0041,64,2,B,81000.0,0.2671539327826074,0.3651395949737176,0.242058267242863
cube320_t0041,64,2,HL,3366.0,0.6907484606216217,1.2088819077532944,0.7825483805388436
cube320_t0041,64,2,HS,5634.0,0.7958394132696863,1.1862589682708817,0.85028558940386
cube320_t0041,80,2,B,81000.0,0.2794043061394814,0.42049483854758846,0.26684051150037597
cube320_t0041,80,2,HL,3032.0,0.6936517943367202,1.3072711971279896,0.8321768075804675
cube320_t0041,80,2,HS,5968.0,0.8118909589556617,1.2854295232752468,0.9042973785906617
cube320_t0041,96,2,B,81000.0,0.2939405311237919,0.46575949724933513,0.2893755261827496
cube320_t0041,96,2,HL,2754.0,0.7163492767869934,1.3783720182550376,0.8694135895226917
cube320_t0041,96,2,HS,6246.0,0.8381953129751974,1.3767132892304703,0.9577400926340648
cube320_t0041,128,2,B,81000.0,0.32728414888744367,0.5548171978293197,0.3334839580060418
cube320_t0041,128,2,HL,2586.0,0.780808120000525,1.481558894156221,0.9545350734807191
cube320_t0041,128,2,HS,6414.0,0.8993734224100309,1.5081683076985775,1.0508999428445995
cube320_t0041,160,2,B,81000.0,0.37558209473002907,0.6195747545054432,0.3826238337242377
cube320_t0041,160,2,HL,2828.0,0.8291273544648061,1.7045489689704134,1.074574011886134
cube320_t0041,160,2,HS,6172.0,0.9970471265419351,1.5937535082581966,1.1331713970657675
cube320_t0041,192,2,B,81000.0,0.43258787688563666,0.5994100321706576,0.40237184282709404
cube320_t0041,192,2,HL,2604.0,0.847121808090835,1.8261221191917432,1.1298168637408434
cube320_t0041,192,2,HS,6396.0,1.0388371729220158,1.7406378381205019,1.2050378715025518
cube320_t0041,32,4,B,27000.0,0.19546063117877702,0.2325743346934941,0.16554102239777174
cube320_t0041,32,4,HL,746.0,0.6423871574385576,0.8507765406491021,0.6290334572393401
cube320_t0041,32,4,HS,2254.0,0.7660120112333626,1.0279994676703104,0.7826023877464965
